id,speed
0,47.70814277545004
1,47.10574542070001
2,37.288000793158346
3,28.565358055050023
4,35.36204563380005
5,26.033827923749985
6,19.314639326549983
7,49.62792439629999
8,47.927469619750056
9,35.30310180723338
10,30.267525675499964
11,24.962716191700007
12,24.86139676410003
13,24.17038483285002
14,23.895666147900002
15,37.9685878914
16,41.66832115149991
17,42.971657101599966
18,48.48823501785007
19,49.19770696835001
20,47.2129274360001
21,46.00267382879994
22,19.724104577099975
23,28.140789485699994
24,25.613348701449976
25,21.924067691300014
26,22.209020501100017
27,22.416306284750025
28,21.792898119510014
29,16.590071814185027
30,22.126155002800022
31,42.026163084149964
32,47.26070495265004
33,35.13146241799995
34,20.981881703550027
35,21.689247155450015
36,19.732629832150014
37,19.159888082055012
38,41.72427393989995
39,39.12154064004997
40,41.19391111029994
41,47.35436701024997
42,48.361107924649986
43,44.02443271144996
44,24.304193042699985
45,22.018101201050005
46,22.19325134870002
47,21.178808750625002
48,43.203712009899945
49,48.77349868945007
50,48.041906986250005
51,20.97334531015001
52,20.738202757000003
53,20.894921517649976
54,20.96205038529997
55,18.307074424849997
56,12.58875866331499
57,13.114783856794993
58,19.51300934725003
59,40.222147772699955
60,39.90996379491008
61,40.017943699540126
62,39.57962791975006
63,41.22934132334984
64,38.61056109105005
65,49.22093455185005
66,47.63850724785
67,47.41486069774998
68,43.29477962959996
69,30.273370479454183
70,25.79593165169998
71,25.183536942999975
72,22.903306319500015
73,22.803820564899997
74,16.809659745799987
75,16.3086686005
76,42.04741616889997
77,39.29150721329992
78,42.12370454124993
79,48.49436066630005
80,19.617213480800007
81,21.904422008700013
82,19.940386588450007
83,19.212878094800015
84,18.51462959381001
85,19.22027320283502
86,26.523031168285
87,38.60098993115002
88,41.26802650879999
89,37.41933904334995
90,48.355736524250034
91,48.62688698940005
92,48.17438674650004
93,48.087380076600056
94,34.580004916375046
95,19.520013174649982
96,24.841912847449958
97,16.226285678495
98,15.065945910049997
99,26.89801950069998
100,35.63122865500003
101,47.61864076125002
102,18.367915222500038
103,18.36279519156502
104,16.480024043989985
105,43.539499877500056
106,32.35890790960005
107,48.30423027080005
108,44.47539014955004
109,21.594118825799992
110,23.702209487595013
111,25.36132749990003
112,29.454469614200015
113,33.89802709155001
114,45.34210796250004
115,48.197565426799954
116,48.88577926109996
117,41.11067874725008
118,24.68289711864994
119,21.64055388625004
120,21.376805223900035
121,17.370376348000026
122,29.685774910349952
123,47.44574778975009
124,48.05873082144999
125,40.32942490860005
126,40.97154577520009
127,37.53947174500004
128,43.911974418800035
129,38.01707246120003
130,48.699019755150005
131,46.73361147894993
132,46.950562479200045
133,27.699257214750002
134,21.513879494899946
135,21.437774845649987
136,35.80479479389998
137,44.743314197399975
138,48.76194658428333
139,46.881178229299955
140,46.95544060955004
141,43.854437094999994
142,26.293614332249998
143,15.722949762499995
144,21.43435495294994
145,18.304972086149974
146,19.362579952299992
147,48.60250428014993
148,50.20442799914993
149,47.373381770449996
150,46.96347702329997
151,19.4273428509
152,18.745997128749995
153,15.761371577350003
154,11.073521693495003
155,24.555587203500007
156,38.33517930944995
157,45.189170868600016
158,40.73298634414994
159,46.23926009399997
160,48.65817012568746
161,49.681443509299996
162,48.787757652349946
163,47.02890386419997
164,45.32845154835
165,27.536429038649977
166,16.33890548730004
167,20.03874364650001
168,16.83966375000001
169,17.953507962549992
170,11.199518232745014
171,10.983120787444998
172,42.86736877575007
173,48.74037937899999
174,45.53906556880006
175,29.748539860649956
176,18.5461766673
177,20.484217234700026
178,20.104675559649994
179,10.735149142224998
180,41.77520883085001
181,49.1652332355
182,49.058947276799984
183,48.91078555740009
184,42.6049297246001
185,20.400164808650043
186,19.791758025700013
187,39.31865824285
188,30.945907240199976
189,48.17670305415001
190,44.55317085389996
191,45.42234722734998
192,39.228744702300034
193,36.31884007429999
194,33.53748653670002
195,35.18920189825001
196,34.13216196114996
197,41.9824035395
198,36.59325623939994
199,48.31807892405001
200,46.17767961634998
201,25.319496981400007
202,25.153557867150024
203,18.22653247479997
204,18.42139280625003
205,19.02966888340001
206,38.19288473690003
207,38.35681022215001
208,48.50690348174998
209,47.91130807470001
210,46.43104870319999
211,46.69485463199999
212,27.784691090100022
213,15.642159153700003
214,24.70128086820002
215,25.16867415854999
216,17.68691346643
217,24.801450541950025
218,44.70995578385
219,47.655880727350024
220,46.551485555949945
221,46.22842592495003
222,26.090458416600015
223,15.112973998500024
224,10.825671354664985
225,24.51965095375004
226,45.91928584530002
227,48.98796300589995
228,18.36587604446499
229,24.052997850249984
230,20.710656648150017
231,19.38934573299998
232,41.86219151510005
233,48.04561574745006
234,46.61163465079994
235,18.53372718485998
236,28.652495914450004
237,21.674542835205006
238,25.20196365570005
239,43.68461836619995
240,36.28767986674997
241,39.72143871609998
242,49.103677604699996
243,48.65930574189998
244,48.29144787465004
245,48.91041769954999
246,28.37393402544997
247,24.196545455949995
248,20.462429237149987
249,19.07593289919999
250,19.350889217199995
251,34.69455862814997
252,41.37397417964998
253,32.240080045299955
254,34.17532599269995
255,47.68962827874994
256,47.44347628334998
257,46.23035824279995
258,43.777370283099984
259,39.88186664115006
260,38.03989549140006
261,33.501102552049986
262,39.57131332505
263,44.008823576050005
264,32.27976943510001
265,39.54502117550006
266,47.75642129860003
267,46.01104558445003
268,18.57231930135
269,20.98398885969498
270,18.349863249199988
271,18.687665096099973
272,19.39774683659999
273,16.021809826580007
274,45.73285576475002
275,47.68502054404999
276,47.787726265900055
277,47.80597598353752
278,30.390619365100022
279,21.393063368800014
280,19.12702042364998
281,22.282467287800014
282,20.16040706458497
283,16.759079264249976
284,16.59900941742503
285,15.613336960955019
286,47.938661373399974
287,47.93430378674996
288,19.321159820835
289,16.319458036529987
290,15.99391404912997
291,16.182478117400024
292,15.415952324050027
293,28.514554214049976
294,46.23928933265008
295,47.11355424224998
296,47.139119508224965
297,39.5199014728001
298,25.095807226549997
299,32.478935721350005
300,26.347035496649983
301,20.725474519400013
302,30.604773281499973
303,43.48809779404991
304,46.040714617549945
305,49.87537336044994
306,48.32174477940002
307,49.87731449955006
308,46.66290966239998
